countryisocode,year,xlong,ylat,lny,lns,lnngd,ltrade
"BRA",1976,-47.9,-15.79,9.708036,-1.209126,-2.46069,22.74104
"CAN",1976,-75.65,45.37,10.78364,-1.621192,-2.29388,23.72704
"CHE",1976,7.45,46.95,11.00001,-1.574923,-3.920915,22.88279
"CHL",1976,-70.65,-33.48,9.333399,-1.99298,-2.562387,20.92352
"COL",1976,-74.08,4.63,9.627736,-1.78297,-2.532444,21.29384
"CRI",1976,-84.08,9.93,10.0237,-1.642814,-2.393697,20.28969
"DNK",1976,12.55,55.72,10.61407,-1.525489,-2.925824,22.09171
"DOM",1976,-69.91,18.5,9.381058,-1.583026,-2.478147,21.08316
"ECU",1976,-78.52,-.23,9.409196,-1.039349,-2.553482,21.14103
"EGY",1976,31.25,30.08,8.178094,-1.457329,-2.646763,22.47397
"ESP",1976,-3.69,40.44,10.62956,-1.319264,-3.436838,22.94223
"ETH",1976,38,9.03,6.904543,-2.198582,-2.602817,19.93308
"FIN",1976,24.98,60.2,10.3715,-1.177015,-2.360644,21.75954
"FRA",1976,2.43,48.88,10.72335,-1.465102,-2.778935,24.00215
"GBR",1976,-.18,51.49,10.43609,-1.76663,-2.839803,24.00316
"GRC",1976,23.65,38.12,10.69126,-1.086446,-2.854253,21.8747
"GTM",1976,-90.52,14.62,9.533752,-1.441696,-2.61868,21.49323
"HND",1976,-87.2,14.1,9.160279,-1.660042,-2.465346,20.88979
"IND",1976,77.22,28.57,7.846148,-1.62938,-2.645403,22.5189
"IRL",1976,-6.26,53.34,10.45407,-1.237357,-3.26549,21.33431
"ISR",1976,34.86,31.92,10.70352,-1.401964,-2.625634,21.7427
"ITA",1976,12.52,41.88,10.67105,-1.313323,-2.7446,23.93604
"JPN",1976,139.81,35.68,10.44521,-1.134977,-2.799525,23.98235
"KEN",1976,36.83,-1.17,7.887446,-1.910786,-2.453428,20.47271
"LKA",1976,80.09,7.02,7.950586,-1.029496,-2.648581,20.70608
"MAR",1976,-6.75,33.92,8.817136,-.7420582,-2.547085,21.17749
"MEX",1976,-99.13,19.43,10.22091,-1.423799,-2.457168,22.53888
"MUS",1976,59.57,-20.1,9.185995,-.9126603,-2.530757,19.50086
"NGA",1976,3.3,6.45,8.6547,-1.279016,-2.558767,22.57236
"NIC",1976,-86.27,12.15,9.558404,-1.480862,-2.429492,19.66901
"NLD",1976,4.89,52.37,11.03296,-1.584214,-2.871335,23.64496
"NOR",1976,10.72,59.93,10.84403,-.9736927,-2.401411,22.45749
"NZL",1976,175.14,-41.21,10.72512,-1.734707,-2.659188,21.23244
"PAK",1976,73.06,33.72,8.176476,-1.536812,-2.645093,21.67574
"PAN",1976,-79.4,8.95,9.386377,-1.188748,-2.549673,20.91045
"PER",1976,-76.82,-12.07,9.675986,-1.643199,-2.511339,21.50675
"PHL",1976,121.17,14.55,8.73612,-1.259332,-2.519191,22.06491
"PRT",1976,-9.13,38.73,9.973575,-1.672775,-2.716512,21.50331
"PRY",1976,-57.67,-25.22,8.766117,-1.532895,-2.543847,19.55553
"SLV",1976,-89.2,13.7,9.587029,-1.805967,-2.508929,20.43089
"SWE",1976,18.08,59.24,10.67959,-1.627765,-2.860608,22.71684
"THA",1976,100.55,13.75,8.320065,-1.12832,-2.539425,22.21308
"TTO",1976,-61.49,10.64,10.59792,-.9829537,-2.513067,20.56067
"TUR",1976,32.85,39.93,9.488408,-1.580111,-2.536115,21.76868
"UGA",1976,32.58,.32,7.394426,-2.352204,-2.610551,19.21346
"URY",1976,-56.17,-34.92,9.469184,-1.420033,-2.87635,19.7951
"USA",1976,-76.95,38.89,10.84959,-1.718753,-2.589561,24.74145
"VEN",1976,-66.9,10.5,10.49808,-1.232614,-2.33934,22.74605
"ZAF",1976,28.22,-25.73,9.915928,-1.385398,-2.570977,22.68708
"ZAR",1976,15.47,-4.39,7.438046,-1.466896,-2.624159,19.2986
"ARG",1977,-58.41,-34.67,9.948902,-1.239523,-2.739623,22.02325
"AUS",1977,149.04,-35.35,10.70931,-1.609171,-2.684008,22.52149
"AUT",1977,16.32,48.2,10.85903,-1.281686,-2.773384,22.74982
"BEL",1977,4.37,50.84,10.78713,-1.354534,-2.911246,23.55921
"BOL",1977,-68.15,-16.5,9.105636,-2.016541,-2.590784,20.37952
"BRA",1977,-47.9,-15.79,9.710807,-1.258636,-2.464242,22.68511
"CAN",1977,-75.65,45.37,10.79296,-1.654642,-2.55222,23.75566
"CHE",1977,7.45,46.95,11.03804,-1.606068,-2.955802,22.98597
"CHL",1977,-70.65,-33.48,9.40907,-1.938467,-2.58418,21.11427
"COL",1977,-74.08,4.63,9.649509,-1.680883,-2.555405,21.32178
"CRI",1977,-84.08,9.93,10.08228,-1.537064,-2.388406,20.45963
"DNK",1977,12.55,55.72,10.61428,-1.563942,-2.699569,22.11326
"DOM",1977,-69.91,18.5,9.39248,-1.549243,-2.486188,21.14052
"ECU",1977,-78.52,-.23,9.469039,-.9310718,-2.55476,21.22559
"EGY",1977,31.25,30.08,8.344652,-1.670103,-2.5589,22.40333
"ESP",1977,-3.69,40.44,10.63971,-1.375442,-2.853276,22.97484
"ETH",1977,38,9.03,6.888878,-2.226242,-2.634375,20.00952
"FIN",1977,24.98,60.2,10.38982,-1.244622,-2.986448,21.81713
"FRA",1977,2.43,48.88,10.74092,-1.484239,-2.757086,24.04805
"GBR",1977,-.18,51.49,10.4389,-1.750908,-2.913052,24.04798
"GRC",1977,23.65,38.12,10.70912,-1.194342,-2.882634,21.95548
"GTM",1977,-90.52,14.62,9.583511,-1.407026,-2.616003,21.56989
"HND",1977,-87.2,14.1,9.167381,-1.403702,-2.461499,20.98089
"IND",1977,77.22,28.57,7.874626,-1.641294,-2.655925,22.60953
"IRL",1977,-6.26,53.34,10.5124,-1.167263,-2.543335,21.46173
"ISR",1977,34.86,31.92,10.66121,-1.4577,-2.619812,21.77231
"ITA",1977,12.52,41.88,10.67455,-1.395463,-2.731741,23.99677
"JPN",1977,139.81,35.68,10.47238,-1.146272,-2.747677,24.05478
"KEN",1977,36.83,-1.17,7.935055,-1.691954,-2.444419,20.58383
"LKA",1977,80.09,7.02,7.920261,-1.237955,-2.650182,20.61407
"MAR",1977,-6.75,33.92,8.8787,-.6713826,-2.554191,21.24395
"MEX",1977,-99.13,19.43,10.21133,-1.451745,-2.466181,22.53613
"MUS",1977,59.57,-20.1,9.206553,-.9443201,-2.496114,19.60609
"NGA",1977,3.3,6.45,8.636086,-1.219254,-2.559565,22.76775
"NIC",1977,-86.27,12.15,9.562843,-1.274161,-2.427222,19.83726
"NLD",1977,4.89,52.37,11.05392,-1.563479,-2.850267,23.65423
"NOR",1977,10.72,59.93,10.86402,-1.006311,-2.697602,22.48053
"NZL",1977,175.14,-41.21,10.66845,-1.814611,-2.734213,21.23757
"PAK",1977,73.06,33.72,8.193323,-1.47078,-2.615948,21.66625
"PAN",1977,-79.4,8.95,9.431657,-1.631004,-2.501714,20.94076
"PER",1977,-76.82,-12.07,9.642666,-1.799984,-2.516545,21.56005
"PHL",1977,121.17,14.55,8.755712,-1.303235,-2.518026,22.17072
"PRT",1977,-9.13,38.73,10.03883,-1.447832,-2.914864,21.59359
"PRY",1977,-57.67,-25.22,8.829791,-1.506721,-2.574026,19.84801
"SLV",1977,-89.2,13.7,9.640517,-1.528711,-2.504431,20.59731
"SWE",1977,18.08,59.24,10.65083,-1.760591,-2.894422,22.70152
"THA",1977,100.55,13.75,8.395219,-1.003423,-2.552734,22.36577
"TTO",1977,-61.49,10.64,10.61294,-1.000003,-2.482811,20.53713
"TUR",1977,32.85,39.93,9.522619,-1.960637,-2.357956,21.60347
"UGA",1977,32.58,.32,7.38519,-2.354932,-2.608742,19.22718
"URY",1977,-56.17,-34.92,9.495963,-1.293096,-2.874205,19.87001
"USA",1977,-76.95,38.89,10.86821,-1.650508,-2.538189,24.80941
"VEN",1977,-66.9,10.5,10.51694,-1.058215,-2.340199,22.76869
"ZAF",1977,28.22,-25.73,9.921845,-1.467167,-2.574571,22.64106
"ZAR",1977,15.47,-4.39,7.551347,-.9936849,-2.617268,19.47401
"ARG",1978,-58.41,-34.67,9.893666,-1.372735,-2.741906,22.05559
"AUS",1978,149.04,-35.35,10.74691,-1.509567,-2.78652,22.59426
"AUT",1978,16.32,48.2,10.82701,-1.387859,-2.757047,22.78258
"BEL",1978,4.37,50.84,10.80659,-1.358245,-2.86637,23.58371
"BOL",1978,-68.15,-16.5,9.089696,-1.763381,-2.596491,20.38659
"BRA",1978,-47.9,-15.79,9.725324,-1.261098,-2.466006,22.75559
"CAN",1978,-75.65,45.37,10.79629,-1.687432,-2.474514,23.81884
"CHE",1978,7.45,46.95,11.02322,-1.533115,-2.78433,22.9987
"CHL",1978,-70.65,-33.48,9.470447,-1.813182,-2.59834,21.2448
"COL",1978,-74.08,4.63,9.703238,-1.693661,-2.574266,21.52656
"CRI",1978,-84.08,9.93,10.08911,-1.599398,-2.279759,20.53993
"DNK",1978,12.55,55.72,10.62063,-1.607363,-2.721741,22.12373
"DOM",1978,-69.91,18.5,9.383735,-1.545948,-2.491259,21.10564
"ECU",1978,-78.52,-.23,9.515637,-.8921711,-2.557656,21.25807
"EGY",1978,31.25,30.08,8.363298,-1.618295,-2.506769,22.6273
"ESP",1978,-3.69,40.44,10.64465,-1.440382,-2.92986,23.02702
"ETH",1978,38,9.03,6.843827,-2.299812,-2.723917,20.06479
"FIN",1978,24.98,60.2,10.40323,-1.356692,-3.005671,21.83288
"FRA",1978,2.43,48.88,10.7717,-1.519657,-2.877221,24.09943
"GBR",1978,-.18,51.49,10.4685,-1.771887,-2.899122,24.07477
"GRC",1978,23.65,38.12,10.77447,-1.219838,-2.886374,22.0309
"GTM",1978,-90.52,14.62,9.610685,-1.358962,-2.615533,21.59404
"HND",1978,-87.2,14.1,9.236599,-1.294664,-2.430905,21.13863
"IND",1978,77.22,28.57,7.933659,-1.588589,-2.664221,22.64874
"IRL",1978,-6.26,53.34,10.58591,-1.148419,-2.891019,21.59511
"ISR",1978,34.86,31.92,10.69522,-1.488877,-2.619644,21.84316
"ITA",1978,12.52,41.88,10.69753,-1.427204,-2.925683,24.0793
"JPN",1978,139.81,35.68,10.51087,-1.127107,-2.735274,24.08993
"KEN",1978,36.83,-1.17,8.006582,-1.58822,-2.437608,20.73355
"LKA",1978,80.09,7.02,8.081264,-.8066514,-2.629659,20.84732
"MAR",1978,-6.75,33.92,8.794241,-.9919476,-2.554727,21.11115
"MEX",1978,-99.13,19.43,10.26029,-1.421452,-2.475254,22.69433
"MUS",1978,59.57,-20.1,9.220345,-.9075193,-2.487225,19.61301
"NGA",1978,3.3,6.45,8.553696,-1.245665,-2.564977,22.74218
"NIC",1978,-86.27,12.15,9.471365,-1.793247,-2.571095,19.6741
"NLD",1978,4.89,52.37,11.07208,-1.584016,-2.785978,23.70718
"NOR",1978,10.72,59.93,10.85666,-1.209383,-2.680596,22.45194
"NZL",1978,175.14,-41.21,10.64687,-1.96091,-2.863709,21.25792
"PAK",1978,73.06,33.72,8.234251,-1.545892,-2.553396,21.78003
"PAN",1978,-79.4,8.95,9.46848,-1.467397,-2.633583,21.04815
"PER",1978,-76.82,-12.07,9.583863,-1.834204,-2.519661,21.4775
"PHL",1978,121.17,14.55,8.767882,-1.270724,-2.515867,22.26096
"PRT",1978,-9.13,38.73,10.05796,-1.398916,-3.081423,21.63077
"PRY",1978,-57.67,-25.22,8.915527,-1.372142,-2.575467,19.99745
"SLV",1978,-89.2,13.7,9.656387,-1.546631,-2.496091,20.6622
"SWE",1978,18.08,59.24,10.64322,-1.902721,-2.829666,22.70547
"THA",1978,100.55,13.75,8.488008,-.9528005,-2.564582,22.44971
"TTO",1978,-61.49,10.64,10.72062,-.8916284,-2.501438,20.60399
"TUR",1978,32.85,39.93,9.513906,-2.231597,-2.745931,21.49146
"UGA",1978,32.58,.32,7.319056,-2.353633,-2.606037,19.18093
"URY",1978,-56.17,-34.92,9.553691,-1.223971,-2.875328,19.92712
"USA",1978,-76.95,38.89,10.89025,-1.592226,-2.501838,24.89996
"VEN",1978,-66.9,10.5,10.48307,-1.081806,-2.348334,22.72102
"ZAF",1978,28.22,-25.73,9.907922,-1.50752,-2.574318,22.65943
"ZAR",1978,15.47,-4.39,7.340313,-1.566936,-2.582864,19.52773
"ARG",1979,-58.41,-34.67,9.954321,-1.350398,-2.74339,22.22109
"AUS",1979,149.04,-35.35,10.75882,-1.522092,-2.731108,22.63326
"AUT",1979,16.32,48.2,10.89249,-1.292462,-2.780089,22.88483
"BEL",1979,4.37,50.84,10.82386,-1.384431,-2.78323,23.66059
"BOL",1979,-68.15,-16.5,9.077576,-1.913491,-2.611079,20.38719
"BRA",1979,-47.9,-15.79,9.76216,-1.294332,-2.468122,22.8391
"CAN",1979,-75.65,45.37,10.80005,-1.594925,-2.47725,23.86972
"CHE",1979,7.45,46.95,11.04794,-1.434375,-2.788009,23.04357
"CHL",1979,-70.65,-33.48,9.538799,-1.648854,-2.59878,21.40986
"COL",1979,-74.08,4.63,9.720634,-1.741506,-2.558882,21.56831
"CRI",1979,-84.08,9.93,10.09547,-1.55879,-2.375434,20.5697
"DNK",1979,12.55,55.72,10.6381,-1.590741,-2.651311,22.21069
"DOM",1979,-69.91,18.5,9.375754,-1.490929,-2.493602,21.2934
"ECU",1979,-78.52,-.23,9.528741,-.961614,-2.562013,21.27437
"EGY",1979,31.25,30.08,8.430463,-1.502096,-2.518718,22.64573
"ESP",1979,-3.69,40.44,10.64463,-1.467502,-2.903773,23.10481
"ETH",1979,38,9.03,6.903294,-2.161281,-2.796021,20.10313
"FIN",1979,24.98,60.2,10.46764,-1.236365,-2.785761,21.96427
"FRA",1979,2.43,48.88,10.79834,-1.503292,-2.839574,24.1749
"GBR",1979,-.18,51.49,10.48552,-1.766365,-2.809018,24.13708
"GRC",1979,23.65,38.12,10.79008,-1.321355,-2.79003,22.16075
"GTM",1979,-90.52,14.62,9.650243,-1.563813,-2.621033,21.59303
"HND",1979,-87.2,14.1,9.282259,-1.341322,-2.452453,21.21228
"IND",1979,77.22,28.57,7.893131,-1.60173,-2.663019,22.78857
"IRL",1979,-6.26,53.34,10.61013,-1.054259,-2.467446,21.69746
"ISR",1979,34.86,31.92,10.71133,-1.411066,-2.588286,21.85388
"ITA",1979,12.52,41.88,10.74755,-1.396623,-2.744194,24.17171
"JPN",1979,139.81,35.68,10.55445,-1.120312,-2.784665,24.17661
"KEN",1979,36.83,-1.17,7.998327,-1.892693,-2.43154,20.59071
"LKA",1979,80.09,7.02,8.040314,-1.115505,-2.611522,20.83508
"MAR",1979,-6.75,33.92,8.804094,-1.039532,-2.556071,21.14149
"MEX",1979,-99.13,19.43,10.32121,-1.352545,-2.484382,22.89423
"MUS",1979,59.57,-20.1,9.223002,-.8961024,-2.481559,19.62674
"NGA",1979,3.3,6.45,8.523364,-1.321361,-2.568707,22.81885
"NIC",1979,-86.27,12.15,8.969449,-1.446352,-2.457522,19.6307
"NLD",1979,4.89,52.37,11.07176,-1.630664,-2.742364,23.77248
"NOR",1979,10.72,59.93,10.88253,-1.224333,-2.755653,22.46924
"NZL",1979,175.14,-41.21,10.63332,-1.843816,-2.681793,21.33555
"PAK",1979,73.06,33.72,8.222475,-1.570428,-2.485004,21.96486
"PAN",1979,-79.4,8.95,9.478786,-1.428713,-2.56964,21.06567
"PER",1979,-76.82,-12.07,9.598137,-1.714456,-2.520807,21.66185
"PHL",1979,121.17,14.55,8.776398,-1.204939,-2.514011,22.36053
"PRT",1979,-9.13,38.73,10.0862,-1.369465,-2.733303,21.82351
"PRY",1979,-57.67,-25.22,9.051177,-1.38256,-2.572016,20.31747
"SLV",1979,-89.2,13.7,9.564916,-1.746883,-2.510259,20.70505
"SWE",1979,18.08,59.24,10.66348,-1.788387,-2.752982,22.79148
"THA",1979,100.55,13.75,8.458018,-.9980139,-2.559465,22.60608
"TTO",1979,-61.49,10.64,10.71249,-.8849961,-2.496063,20.80151
"TUR",1979,32.85,39.93,9.501879,-2.201702,-2.97203,21.41837
"UGA",1979,32.58,.32,7.165845,-2.348063,-2.640329,19.05733
"URY",1979,-56.17,-34.92,9.637945,-1.099132,-2.877964,20.06741
"USA",1979,-76.95,38.89,10.89304,-1.589067,-2.579668,24.95185
"VEN",1979,-66.9,10.5,10.4336,-1.307597,-2.362925,22.70697
"ZAF",1979,28.22,-25.73,9.933419,-1.454035,-2.574067,22.66543
"ZAR",1979,15.47,-4.39,7.409889,-1.133137,-2.569745,19.4096
"ARG",1980,-58.41,-34.67,9.967996,-1.290494,-2.744396,22.3999
"AUS",1980,149.04,-35.35,10.76954,-1.453331,-2.553871,22.64564
"AUT",1980,16.32,48.2,10.89777,-1.30452,-2.921513,22.93123
"BEL",1980,4.37,50.84,10.86461,-1.286029,-2.931362,23.64996
"BOL",1980,-68.15,-16.5,9.054261,-2.243346,-2.639379,20.24221
"BRA",1980,-47.9,-15.79,9.813275,-1.252303,-2.474014,22.91893
"CAN",1980,-75.65,45.37,10.78669,-1.644948,-2.532126,23.85927
"CHE",1980,7.45,46.95,10.99893,-1.272881,-2.615976,22.9458
"CHL",1980,-70.65,-33.48,9.596521,-1.456364,-2.593167,21.56131
"COL",1980,-74.08,4.63,9.737975,-1.684259,-2.533095,21.68371
"CRI",1980,-84.08,9.93,10.07497,-1.499075,-2.533314,20.53148
"DNK",1980,12.55,55.72,10.60853,-1.715798,-2.651793,22.35929
"DOM",1980,-69.91,18.5,9.401035,-1.464706,-2.493428,21.32849
"ECU",1980,-78.52,-.23,9.558164,-.9330443,-2.567679,21.33027
"EGY",1980,31.25,30.08,8.473486,-1.412573,-2.488801,22.7617
"ESP",1980,-3.69,40.44,10.66295,-1.464462,-2.909772,23.13152
"ETH",1980,38,9.03,6.942967,-2.015396,-2.834129,20.30608
"FIN",1980,24.98,60.2,10.50922,-1.167223,-2.702489,22.04432
"FRA",1980,2.43,48.88,10.8103,-1.490606,-2.886743,24.21415
"GBR",1980,-.18,51.49,10.46143,-1.895071,-2.849205,24.11904
"GRC",1980,23.65,38.12,10.77423,-1.319169,-2.623557,22.25753
"GTM",1980,-90.52,14.62,9.679101,-1.775549,-2.620624,21.5704
"HND",1980,-87.2,14.1,9.235402,-1.435175,-2.422912,21.19896
"IND",1980,77.22,28.57,7.924103,-1.685036,-2.659949,22.88116
"IRL",1980,-6.26,53.34,10.59501,-1.202706,-3.063084,21.69601
"ISR",1980,34.86,31.92,10.70126,-1.567466,-2.594435,21.85905
"ITA",1980,12.52,41.88,10.78427,-1.340269,-2.765679,24.15184
"JPN",1980,139.81,35.68,10.56732,-1.152251,-2.820451,24.20467
"KEN",1980,36.83,-1.17,8.020633,-1.653857,-2.427999,20.66746
"LKA",1980,80.09,7.02,8.124807,-1.068033,-2.641585,20.89279
"MAR",1980,-6.75,33.92,8.827656,-.9859063,-2.566139,21.06263
"MEX",1980,-99.13,19.43,10.38039,-1.244021,-2.493569,23.08929
"MUS",1980,59.57,-20.1,9.032978,-1.276578,-2.491049,19.58114
"NGA",1980,3.3,6.45,8.500648,-1.186823,-2.557227,22.99756
"NIC",1980,-86.27,12.15,9.230895,-1.446352,-2.318803,19.79373
"NLD",1980,4.89,52.37,11.04643,-1.614554,-2.432856,23.79008
"NOR",1980,10.72,59.93,10.92379,-1.212149,-2.964728,22.5066
"NZL",1980,175.14,-41.21,10.63396,-1.921331,-3.04295,21.31983
"PAK",1980,73.06,33.72,8.310316,-1.634543,-3.01943,22.05529
"PAN",1980,-79.4,8.95,9.662407,-1.479707,-2.580966,21.30293
"PER",1980,-76.82,-12.07,9.62875,-1.46467,-2.520396,21.74649
"PHL",1980,121.17,14.55,8.799471,-1.28694,-2.514463,22.61289
"PRT",1980,-9.13,38.73,10.12528,-1.3213,-2.734733,21.86965
"PRY",1980,-57.67,-25.22,9.097359,-1.266784,-2.554363,20.28121
"SLV",1980,-89.2,13.7,9.460176,-2.047799,-2.679218,20.47641
"SWE",1980,18.08,59.24,10.66084,-1.712346,-2.782344,22.79085
"THA",1980,100.55,13.75,8.491834,-1.044625,-2.544454,22.6325
"TTO",1980,-61.49,10.64,10.7889,-.7873301,-2.502518,20.87366
"TUR",1980,32.85,39.93,9.494515,-2.20001,-2.894232,21.70872
"UGA",1980,32.58,.32,7.122911,-2.363136,-2.662415,19.02797
"URY",1980,-56.17,-34.92,9.691767,-1.106785,-2.88411,20.12569
"USA",1980,-76.95,38.89,10.86347,-1.677487,-2.647257,24.96589
"VEN",1980,-66.9,10.5,10.32854,-1.420653,-2.383361,22.57129
"ZAF",1980,28.22,-25.73,10.00628,-1.264647,-2.559635,22.7452
"ZAR",1980,15.47,-4.39,7.473897,-.9417843,-2.620772,19.61757
"ARG",1981,-58.41,-34.67,9.887855,-1.410859,-2.638376,22.37189
"AUS",1981,149.04,-35.35,10.79043,-1.408548,-2.62079,22.71023
"AUT",1981,16.32,48.2,10.88656,-1.393422,-2.757452,22.95097
"BEL",1981,4.37,50.84,10.8355,-1.466616,-2.873592,23.65679
"BOL",1981,-68.15,-16.5,9.039138,-2.110558,-2.622184,20.33751
"BRA",1981,-47.9,-15.79,9.712892,-1.319966,-2.421237,22.92797
"CAN",1981,-75.65,45.37,10.78028,-1.58487,-2.526057,23.88047
"CHE",1981,7.45,46.95,10.98324,-1.361814,-2.601217,22.99347
"CHL",1981,-70.65,-33.48,9.642668,-1.361664,-2.721393,21.58822
"COL",1981,-74.08,4.63,9.7342,-1.593188,-2.42847,21.65746
"CRI",1981,-84.08,9.93,9.973677,-1.907658,-2.451911,20.39268
"DNK",1981,12.55,55.72,10.59968,-1.868218,-3.081223,22.40569
"DOM",1981,-69.91,18.5,9.427556,-1.63932,-2.467792,21.27872
"ECU",1981,-78.52,-.23,9.542014,-1.092949,-2.512983,21.28177
"EGY",1981,31.25,30.08,8.470438,-1.366861,-2.435987,22.79033
"ESP",1981,-3.69,40.44,10.65158,-1.548473,-2.898253,23.17715
"ETH",1981,38,9.03,6.929688,-1.987533,-2.333047,20.26761
"FIN",1981,24.98,60.2,10.51304,-1.251817,-2.761087,22.04836
"FRA",1981,2.43,48.88,10.80956,-1.592898,-2.888278,24.23094
"GBR",1981,-.18,51.49,10.46184,-1.986668,-3.057396,24.10369
"GRC",1981,23.65,38.12,10.68653,-1.400577,-2.152182,22.32887
"GTM",1981,-90.52,14.62,9.666048,-1.642535,-2.61373,21.47363
"HND",1981,-87.2,14.1,9.269312,-1.683754,-2.362791,21.14843
"IND",1981,77.22,28.57,7.96881,-1.568935,-2.641205,22.92727
"IRL",1981,-6.26,53.34,10.60259,-1.1527,-2.508444,21.714
"ISR",1981,34.86,31.92,10.73464,-1.666077,-2.635565,21.93194
"ITA",1981,12.52,41.88,10.78181,-1.43348,-2.900272,24.18198
"JPN",1981,139.81,35.68,10.59102,-1.157089,-2.809288,24.27782
"KEN",1981,36.83,-1.17,7.991822,-1.69835,-2.41555,20.51907
"LKA",1981,80.09,7.02,8.200735,-1.097412,-2.730647,20.92602
"MAR",1981,-6.75,33.92,8.756712,-.9945287,-2.432344,21.12046
"MEX",1981,-99.13,19.43,10.63336,-1.192801,-2.476827,23.23395
"MUS",1981,59.57,-20.1,9.084736,-1.15092,-2.529372,19.50131
"NGA",1981,3.3,6.45,8.44268,-1.136358,-2.473488,22.92389
"NIC",1981,-86.27,12.15,9.283257,-1.104247,-2.463342,19.80055
"NLD",1981,4.89,52.37,10.96358,-1.719926,-2.323321,23.79179
"NOR",1981,10.72,59.93,10.92055,-1.217956,-2.687337,22.52291
"NZL",1981,175.14,-41.21,10.65291,-1.76482,-2.764996,21.37959
"PAK",1981,73.06,33.72,8.322468,-1.682767,-2.103479,22.04184
"PAN",1981,-79.4,8.95,9.710793,-1.461987,-2.506487,21.3201
"PER",1981,-76.82,-12.07,9.651832,-1.331261,-2.516059,21.81781
"PHL",1981,121.17,14.55,8.816716,-1.305779,-2.526116,22.65435
"PRT",1981,-9.13,38.73,10.15687,-1.30987,-3.157862,21.86208
"PRY",1981,-57.67,-25.22,9.124469,-1.165068,-2.536244,20.19254
"SLV",1981,-89.2,13.7,9.396753,-2.012741,-3.235395,20.33656
"SWE",1981,18.08,59.24,10.64767,-1.842597,-2.922129,22.77779
"THA",1981,100.55,13.75,8.531509,-1.041263,-2.406941,22.66962
"TTO",1981,-61.49,10.64,10.75511,-.9601441,-2.607495,20.81367
"TUR",1981,32.85,39.93,9.509892,-1.899707,-2.994514,21.97153
"UGA",1981,32.58,.32,7.109805,-2.34972,-2.613033,19.02429
"URY",1981,-56.17,-34.92,9.681552,-1.196902,-2.869063,20.15572
"USA",1981,-76.95,38.89,10.87208,-1.630899,-2.712919,24.98482
"VEN",1981,-66.9,10.5,10.2791,-1.417762,-2.34867,22.56178
"ZAF",1981,28.22,-25.73,10.00497,-1.193991,-2.448525,22.78234
"ZAR",1981,15.47,-4.39,7.427271,-1.092627,-2.59279,19.53825
"ARG",1982,-58.41,-34.67,9.848769,-1.572023,-2.656566,22.12579
"AUS",1982,149.04,-35.35,10.7645,-1.563462,-2.765342,22.67149
"AUT",1982,16.32,48.2,10.85508,-1.472816,-2.385414,22.93148
"BEL",1982,4.37,50.84,10.83241,-1.549394,-2.864301,23.67732
"BOL",1982,-68.15,-16.5,8.978602,-2.611119,-2.583813,20.15993
"BRA",1982,-47.9,-15.79,9.691387,-1.401659,-2.492804,22.84986
"CAN",1982,-75.65,45.37,10.73869,-1.800248,-2.889568,23.792
"CHE",1982,7.45,46.95,10.96326,-1.407753,-2.847912,22.993
"CHL",1982,-70.65,-33.48,9.448852,-2.029123,-2.63905,21.40609
"COL",1982,-74.08,4.63,9.70951,-1.556289,-2.399218,21.69773
"CRI",1982,-84.08,9.93,9.857473,-2.121148,-2.450668,20.26081
"DNK",1982,12.55,55.72,10.62591,-1.790473,-2.818029,22.4367
"DOM",1982,-69.91,18.5,9.439932,-1.885189,-2.456441,21.10999
"ECU",1982,-78.52,-.23,9.541547,-1.001972,-2.533118,21.30803
"EGY",1982,31.25,30.08,8.549699,-1.353632,-2.564827,22.65995
"ESP",1982,-3.69,40.44,10.65173,-1.546268,-2.774766,23.22885
"ETH",1982,38,9.03,6.895713,-1.856154,-2.334415,20.30053
"FIN",1982,24.98,60.2,10.53258,-1.245615,-2.743275,22.0498
"FRA",1982,2.43,48.88,10.82864,-1.587452,-2.836877,24.24308
"GBR",1982,-.18,51.49,10.48966,-1.912455,-3.037974,24.13173
"GRC",1982,23.65,38.12,10.66774,-1.427019,-2.81744,22.23105
"GTM",1982,-90.52,14.62,9.625875,-1.834509,-2.672719,21.30981
"HND",1982,-87.2,14.1,9.261309,-2.137114,-2.420692,20.96162
"IND",1982,77.22,28.57,7.977619,-1.626229,-2.641946,22.97267
"IRL",1982,-6.26,53.34,10.58932,-1.096546,-2.853209,21.71982
"ISR",1982,34.86,31.92,10.74611,-1.543019,-2.834876,21.93085
"ITA",1982,12.52,41.88,10.78426,-1.454357,-2.972189,24.17485
"JPN",1982,139.81,35.68,10.61103,-1.189838,-2.784892,24.28189
"KEN",1982,36.83,-1.17,7.973176,-1.980593,-2.40467,20.44765
"LKA",1982,80.09,7.02,8.241784,-1.138671,-2.796203,21.02304
"MAR",1982,-6.75,33.92,8.830485,-1.00877,-2.728099,21.16165
"MEX",1982,-99.13,19.43,10.56305,-1.438905,-2.476827,23.03944
"MUS",1982,59.57,-20.1,9.081023,-1.46662,-2.546431,19.50572
"NGA",1982,3.3,6.45,8.37361,-1.413331,-2.576332,22.70291
"NIC",1982,-86.27,12.15,9.239779,-1.278144,-2.576773,19.55997
"NLD",1982,4.89,52.37,10.92946,-1.75216,-2.658914,23.78112
"NOR",1982,10.72,59.93,10.91882,-1.187784,-2.810951,22.54512
